word,Ambiguity,N,Entropy,Dissimilarity,Dominance
confused,0.3861416890055441,3,0.5059626220385763,0.7631822434822139,0.8279569892473119
confusion,0.6849629488221656,4,0.9149313452422684,0.7486495597555372,0.419753086419753
congestion,0.7206274075882377,2,0.9961344835095796,0.7234238142718685,0.5365853658536586
conglomerate,0.6310939210103399,7,0.8002916987119386,0.7885798665987404,0.456
congratulate,0.6315598758613431,5,0.7950260785857017,0.794388879651402,0.4393939393939394
congratulations,0.5287225680871439,5,0.7990184271659282,0.6617151120813222,0.4437086092715231
congregation,0.3867503045319997,3,0.7204478210789019,0.5368193132332947,0.5290322580645161
congress,0.4357032302167987,4,0.5406941525806622,0.8058219755794369,0.7685185185185185
conjunction,0.7346565720965942,4,0.929429311762922,0.7904383505003871,0.4538461538461538
connect,0.4413403407686454,4,0.6523597199550556,0.6765291100423116,0.5982905982905983
connection,0.2011245776434593,2,0.266764987803026,0.7539391855724549,0.9545454545454546
conquer,0.4189795816068916,4,0.5650456403598397,0.7414968839332545,0.7454545454545455
conquest,0.616317463685274,7,0.746619519981327,0.8254772975942125,0.4245283018867924
conscience,0.6178669824354246,7,0.7929327158775217,0.7792174166400039,0.4437086092715231
conscientious,0.512052205725054,5,0.740449901278582,0.6915420001283826,0.5714285714285714
conscious,0.5654361264880045,3,0.8285425167244616,0.6824467243073837,0.5987654320987654
consciousness,0.5560839575826099,3,0.8728971737061396,0.637055513906172,0.5362318840579711
consensus,0.574782882153394,3,0.7282323414763189,0.7892850254194391,0.5857142857142857
consent,0.2135614219749421,3,0.2723467661926179,0.7841525895846339,0.9307692307692308
consequence,0.6094701269869462,4,0.8391222022109625,0.7263186760892311,0.5544554455445545
conservation,0.5533403760227186,4,0.8596017193013102,0.6437171583049848,0.5409836065573771
conservative,0.5856022581200323,6,0.711378490735132,0.8231936525307031,0.5752212389380531
conserve,0.5776009523340393,5,0.7250965425734267,0.796584893763369,0.4329268292682927
consider,0.2828660135666136,4,0.3642201121156865,0.776634799005189,0.8769230769230769
considerate,0.1287554348146759,2,0.2398738252803653,0.5367631698214099,0.9605263157894736
consideration,0.7765670191306507,2,0.972086030396226,0.7988665558892138,0.5980392156862745
consistent,0.4333168918572641,4,0.7135183709866315,0.6072960549818593,0.5423728813559322
console,0.743048771717276,6,0.894038702393087,0.8311147713497705,0.3728813559322034
conspiracy,0.6682738103901302,7,0.7840964763070906,0.8522851850291971,0.4924242424242424
constant,0.6486080302091513,6,0.7768145901538105,0.834958609725296,0.4019607843137255
constellation,0.1379147543623081,2,0.1654270339962668,0.833689337411565,0.975609756097561
constipation,0.5241158032069895,6,0.8014561467474509,0.6539544369757576,0.4121621621621621
constitution,0.5180920241149519,2,0.6367368786558288,0.8136673742043341,0.8389830508474576
construct,0.0,1,0.0,0.0,1.0
constructive,0.7026640294817865,2,0.8773118802464468,0.800928432981439,0.7032258064516129
consult,0.5976487346156704,6,0.7279993915660516,0.8209467501477239,0.5772357723577236
consume,0.4315132277419093,4,0.5029355191698999,0.8579891681822877,0.8053691275167785
consumer,0.2251229548666869,3,0.2723467661926179,0.8266041048105127,0.9307692307692308
consumption,0.5666620209049966,4,0.6723185733877339,0.8428474882817137,0.6946564885496184
contact,0.6652084494957639,4,0.8325985053386095,0.7989546524891132,0.4671532846715328
contagious,0.233382000146008,4,0.2829655672393784,0.8247717290230422,0.912568306010929
contain,0.5222699344223616,6,0.728967822838235,0.7164512864078203,0.4305555555555556
container,0.5173736747338701,4,0.8005471632865538,0.6462750709275544,0.5973154362416108
contemporary,0.5993010067868081,5,0.8148158055297214,0.7355048867727785,0.5
contempt,0.5222220974181532,2,0.5665095065529052,0.9218240671648532,0.8666666666666667
content,0.6679369912190892,4,0.8008686302984505,0.8340156749180909,0.5789473684210527
contentment,0.4983474750107717,2,0.7424875695421235,0.6711862870890783,0.7894736842105263
contents,0.7253880669287696,6,0.9628957134806504,0.7533402182326221,0.25
contest,0.4226700292870838,6,0.5952541328677117,0.7100665177254928,0.6982248520710059
context,0.6602891257607696,5,0.8500463390052957,0.7767683895132405,0.4313725490196078
continue,0.5128819166872395,6,0.7460270353699199,0.687484356961575,0.4605263157894737
continuous,0.5995542917244959,3,0.6961621416534459,0.8612279465535171,0.7171717171717171
contraband,0.3635436659884876,5,0.4689164466665712,0.7752845279214313,0.7946428571428571
contraception,0.5909388827781943,3,0.9819409928205352,0.6018069182352563,0.4022346368715084
contract,0.6385936961573779,5,0.8625508959985424,0.740354800070206,0.375
contractor,0.5309401606123911,6,0.6569146814847604,0.8082330560984855,0.5703125
contradict,0.4316621263319106,3,0.7833400906809194,0.5510532800085436,0.6090225563909775
contradictory,0.4019707438088669,4,0.5776589056766602,0.6958617617744591,0.7339449541284404
contraption,0.6649943639345359,6,0.8251857626171674,0.8058723187678775,0.3859649122807017
contrary,0.4989458544261825,5,0.6925967494966871,0.7203987815258569,0.6283185840707964
contrast,0.5979130376292559,4,0.7805336150042942,0.7660311178602683,0.5384615384615384
contribute,0.6089603106542659,4,0.8553553929603213,0.7119383541228397,0.5426829268292683
contribution,0.5103765734774113,3,0.6573860165717622,0.7763727256308274,0.7464788732394366
controversial,0.6840458160609068,5,0.8734443817396871,0.7831589856911727,0.4343434343434343
controversy,0.3934528665238554,3,0.476348300312678,0.8259772655126313,0.8492063492063492
convenience,0.609763930119479,5,0.6903899810794911,0.8832166555575655,0.5286624203821656
convenient,0.6522639283564602,4,0.7987067554772321,0.8166500707343192,0.6013071895424836
convent,0.0,1,0.0,0.0,1.0
conventional,0.3828676822249139,3,0.5240761110432209,0.7305574021734766,0.8
conversation,0.3468461768423068,3,0.4404135544041958,0.787546553401451,0.850828729281768
converse,0.6999366399341554,3,0.7905437383970326,0.8853863561722731,0.6649214659685864
convert,0.601200093160073,5,0.6694221756583907,0.898088104967213,0.5227272727272727
convey,0.0,1,0.0,0.0,1.0
convict,0.1792527749488709,2,0.1923103875732936,0.932101365978236,0.970414201183432
conviction,0.6430446936789229,4,0.7761584020080774,0.8284967243996036,0.525
convince,0.5557888218584294,7,0.710540148381131,0.7822060767779534,0.4326923076923077
convincing,0.6089580000229889,5,0.7476631420599648,0.8144817709552796,0.5478260869565217
cook,0.1367692518583759,2,0.1711790932739472,0.7989833877639287,0.9745222929936306
cookbook,0.1716242899243217,3,0.213283121751813,0.804678253556474,0.949685534591195
cooker,0.0,1,0.0,0.0,1.0
cookie,0.5445117953029515,3,0.7874426625326327,0.6914938969037459,0.4932432432432432
cooking,0.2331352278022584,3,0.3448934018195251,0.6759631427343245,0.9051724137931034
cooler,0.0,1,0.0,0.0,1.0
cooperate,0.464160251816374,3,0.6785466655892098,0.6840505971882195,0.6944444444444444
cooperation,0.5394178502153391,4,0.70525623086303,0.7648537178540732,0.6372549019607843
cooperative,0.536032699710848,4,0.6951110436721233,0.77114686148432,0.488
coordinate,0.7297913834465108,4,0.9003400623594747,0.8105730422946905,0.4166666666666667
cop,0.4134727249530102,4,0.5190927744834687,0.7965295324413688,0.7971014492753623
copper,0.3517062695342989,2,0.4067461825604607,0.8646824103432602,0.91869918699187
copyright,0.6683736292520065,6,0.8208665191008532,0.8142293706705425,0.4152542372881356
coral,0.5573466598291984,3,0.6742168753806747,0.8266578310050615,0.7282608695652174
cord,0.6111720842214257,5,0.7282017999817261,0.839289444542382,0.461038961038961
cordial,0.5434168242498733,4,0.6599545871752197,0.823415481625548,0.6233766233766234
corn,0.3946576711018773,2,0.6301628871027961,0.6262788227918892,0.841726618705036
cornflakes,0.0,1,0.0,0.0,1.0
corporal,0.7935839591328805,3,0.9419434924085875,0.8424963551727018,0.5066666666666667
corporate,0.4162608887993235,3,0.5785347531032854,0.7195088740416753,0.7819548872180451
corporation,0.4312625272663824,4,0.5222599240230302,0.8257622448690222,0.7872340425531915
corps,0.6748315206940279,3,0.8212178811596259,0.8217447965710529,0.6258064516129033
corpse,0.1664911018759343,2,0.1888538490166753,0.8815870195011679,0.9710982658959536
correct,0.284664121526423,4,0.399006640892303,0.7134320393510882,0.8554216867469879
correction,0.6122528497822636,5,0.7148559927482624,0.8564701925886622,0.5702479338842975
correspondence,0.0,1,0.0,0.0,1.0
corridor,0.4436478567197762,5,0.6680710895880537,0.6640728264312987,0.6560509554140127
corrupt,0.4905290071401287,3,0.7237054869044781,0.6778019733390162,0.6335877862595419
corruption,0.3581835097150928,2,0.5612294270509871,0.6382122754987902,0.8686131386861314
corset,0.6362359522237636,4,0.856559076837329,0.7427811687816515,0.475
cortex,0.2518093460552971,3,0.2952044888947459,0.8529997189340803,0.9217391304347826
cosmetic,0.5541139791368184,5,0.8481736935882618,0.6533024819392806,0.457516339869281
cosmic,0.0,1,0.0,0.0,1.0
cosmopolitan,0.8502573727076872,3,0.9708568739123972,0.8757803498689634,0.4512195121951219
cosmos,0.0,1,0.0,0.0,1.0
cost,0.1826178999319524,3,0.3338017024792208,0.547084986612135,0.9090909090909092
costly,0.0,1,0.0,0.0,1.0
costume,0.603960555049913,4,0.8956080206445798,0.6743581356219157,0.4382716049382716
cot,0.461323889434335,4,0.5555547983647379,0.8303841327484359,0.7310344827586207
cottage,0.6674960323376875,4,0.8221038681308382,0.8119363722923819,0.4859154929577465
cotton,0.5078466911333508,3,0.837911261905764,0.6060864845977758,0.5916666666666667
couch,0.0,1,0.0,0.0,1.0
cough,0.2826848400487056,3,0.3329710699560991,0.8489771801675635,0.9096385542168676
council,0.6460559681222369,2,0.8960382325345574,0.7210138414460128,0.6875
counsel,0.5571785907018092,4,0.672661740710729,0.8283191342398911,0.5972222222222222
count,0.6342944618673797,5,0.7280025689857464,0.8712805268683036,0.5592105263157895
countdown,0.7218106295949839,4,0.9250617566071364,0.7802837209943476,0.4473684210526316
counter,0.7707007129114367,7,0.9107755747995194,0.8462026587406936,0.291044776119403
counterfeit,0.7661005908756031,2,0.9549648861309205,0.802229068316314,0.6242774566473989
country,0.3434420049241938,4,0.4783024503261711,0.7180435824445155,0.8156028368794326
countryside,0.4977137760432057,4,0.6897876337717701,0.7215463885916578,0.5714285714285714
county,0.2452195402108024,2,0.3095434291503251,0.7921975306790159,0.9444444444444444
couple,0.5052898158250148,3,0.876493219711242,0.5764902733548594,0.5449101796407185
coupon,0.6091133821712065,4,0.8745649909117922,0.696475834844664,0.440251572327044
courage,0.532675835358181,3,0.7590567321301729,0.7017602411130857,0.6878980891719745
courageous,0.2469464386618415,3,0.3879002780873488,0.6366235154031863,0.8851351351351351
courier,0.5110328544347233,3,0.6356014683431074,0.8040145907259926,0.7570621468926554
court,0.2763702796636484,4,0.3163125622192086,0.873725272637513,0.8988095238095238
courteous,0.1361478800854839,2,0.4244051447248036,0.3207969596451667,0.9135802469135802
courtesy,0.1874207029271854,2,0.2108423003185321,0.8889141440974495,0.9666666666666668
courtroom,0.2167300775272097,4,0.2794570531437741,0.7755398372991041,0.913978494623656
cousin,0.3094632377168737,3,0.3907927194545167,0.7918858830042541,0.8875739644970414
cove,0.1947551847475898,3,0.2559833095921316,0.7608120430113237,0.9361702127659576
covenant,0.0,1,0.0,0.0,1.0
cover,0.5213053185648977,4,0.6444660492005513,0.8088949281526431,0.7092198581560284
covert,0.0,1,0.0,0.0,1.0
cowardly,0.4930611537000707,4,0.6798076241087171,0.7252951220523804,0.55
cowboy,0.0,1,0.0,0.0,1.0
crab,0.4648384138376883,3,0.5853557849527318,0.7941126162701623,0.7976878612716763
crack,0.6237215474791369,5,0.7384295766589757,0.8446594870985054,0.5565217391304348
cracker,0.4961715308147716,3,0.6338006502780683,0.7828510914229665,0.7709923664122137
crackle,0.5992581677028743,4,0.7719921863014867,0.7762490065784754,0.62
cradle,0.4607584755255234,4,0.5686254869963687,0.810302186698265,0.7441860465116279
craft,0.5132241958818939,5,0.6191144922081148,0.8289649206101513,0.6779661016949152
craftsman,0.660108183162001,3,0.903653866879893,0.7304878641655144,0.53
crafty,0.5345243355814574,3,0.6275381222890966,0.8517798626028504,0.7209302325581395
cram,0.6865873414604725,4,0.8241014536950706,0.8331344865149574,0.5244755244755245
crap,0.4254119895847949,4,0.593435744232722,0.7168627668945489,0.7228915662650602
crash,0.4946801088758163,4,0.6722755174698664,0.7358294271038801,0.6821705426356589
crate,0.6033336627747452,3,0.7914586713849282,0.7623059606119498,0.5576923076923077
crater,0.5847605595894221,5,0.7276777256240444,0.803598267471965,0.5524861878453039
crave,0.7253450453784859,2,0.987785309342998,0.7343144694679979,0.5649717514124294
crawl,0.6250523569977934,5,0.7396214298476316,0.8450976834548447,0.5661764705882353
craze,0.7129711523252864,2,0.8331449538868047,0.8557588316404234,0.7357142857142858
crazed,0.2935803850896822,3,0.6517400056879392,0.4504562901272197,0.6776859504132231
crazy,0.3044146601171648,2,0.3960214144515063,0.7686823212294775,0.9217391304347826
creak,0.7235975002749864,5,0.8964616918179236,0.8071705761432059,0.3537414965986394
cream,0.279339684526722,2,0.5813214987637028,0.4805252947307026,0.8611111111111112
creamy,0.4828594299887427,6,0.7871796900434117,0.6134043295274981,0.484472049689441
crease,0.3655386979874616,3,0.4300349626001615,0.8500208815052386,0.8611111111111112
create,0.3627705655828233,5,0.5088019885323701,0.712989677240115,0.7777777777777778
creation,0.7156389001996046,6,0.9036987709953892,0.7918998267656778,0.3095238095238095
creative,0.4681650191097556,2,0.6240145748145287,0.7502469301280421,0.8442622950819673
creativity,0.3885094434610625,5,0.478556478120264,0.8118361389382924,0.8023255813953488
credible,0.2974199102186503,4,0.3812663202573721,0.7800844040404048,0.8679245283018868
credit,0.2955991895159959,4,0.3426966006466457,0.8625681986871765,0.8866666666666667
creed,0.5304259507527537,3,0.6202802820063911,0.8551391461888972,0.7788461538461539
creek,0.189337761644492,3,0.2672289099215284,0.7085227481565933,0.9325153374233128
creep,0.7449230326620467,4,0.915918055724528,0.8133075093413052,0.3469387755102041
creepy,0.4743743767422899,3,0.7731050695058735,0.6135962567746245,0.4859813084112149
cremation,0.4868824660725322,3,0.935291731784585,0.5205674866210304,0.4653465346534653
crevice,0.5166361579895401,4,0.8521841434629568,0.6062494379326568,0.4563758389261745
crew,0.4713282436381334,4,0.583437319808286,0.8078472659119734,0.7466666666666667
crib,0.5823346890180716,3,0.7036067265443159,0.827642299382415,0.6233766233766234
cricket,0.6164554934816772,3,0.7500639038121956,0.8218706304203489,0.5
crime,0.2487139845665788,3,0.4509845375315422,0.5514911573862632,0.8541666666666666
criminal,0.4359534313501278,2,0.7306012127539727,0.5967050474866014,0.7956204379562044
crimson,0.0,1,0.0,0.0,1.0
cringe,0.436063815572366,3,0.6466350216455878,0.6743584881354707,0.7472527472527473
cripple,0.4699732122877767,6,0.7761230532550892,0.6055395601466693,0.375
crisp,0.3949986620169504,2,0.5597404598417696,0.7056818121180854,0.8691588785046729
critic,0.6259191833090478,4,0.8456776223817859,0.7401392288780146,0.4791666666666667
critical,0.5219647834729176,5,0.6255232097547936,0.8344451098425731,0.7032967032967034
criticism,0.3349021684818516,2,0.8714630056611941,0.3842987783833183,0.7078651685393258
criticize,0.5969646983095974,6,0.7859409508215746,0.7595541340422166,0.4
critique,0.4934871592110305,5,0.7026346151640964,0.7023382403324655,0.6060606060606061
croak,0.6662035872658855,4,0.8209139225996751,0.8115389067298895,0.4702702702702703
crook,0.2573508287833419,4,0.3401323976542887,0.75661957096164,0.888
crooked,0.610147670077587,4,0.7959534028609991,0.7665620473314815,0.5263157894736842
crop,0.3178122106484344,4,0.3676378047054491,0.8644709727365093,0.8759124087591241
cross,0.6822990037661254,5,0.8016528743426162,0.8511152714641419,0.4390243902439024
crossbow,0.5517514237795321,4,0.7034132500535784,0.7843915703002547,0.6014492753623188
crossword,0.607918743522425,3,0.7980741166247426,0.7617321886010628,0.6447368421052632
crotch,0.7421520215022727,4,0.8690682714680009,0.8539628540904552,0.3553719008264462
crouch,0.6918592382200384,6,0.8629139925868694,0.8017707954253495,0.4507042253521127
crow,0.6242935385916858,3,0.8174812786554793,0.7636793097188336,0.5487804878048781
crowded,0.6361901159241727,7,0.8607617899004141,0.7391012512274469,0.3172413793103448
crown,0.4026351501740568,3,0.4767421807710111,0.8445553307720649,0.8342541436464088
crucial,0.0,1,0.0,0.0,1.0
crucifix,0.1710258858011165,2,0.1839174043474098,0.9299059347208818,0.9720670391061452
crude,0.375956723781789,4,0.5886102796267003,0.6387192626337119,0.7350993377483444
cruel,0.2404168866302946,3,0.3822555008478567,0.6289429088581883,0.8863636363636364
cruelty,0.5730213038282036,6,0.793939870302138,0.7217439572724031,0.3380281690140845
cruise,0.3686421738153049,4,0.4567552073746944,0.8070891538033262,0.8297872340425532
crumb,0.3028243696187028,2,0.3650551896402849,0.8295303784534536,0.9302325581395348
crumble,0.3662057654076375,3,0.454714974382411,0.8053523328652511,0.8559322033898306
crunch,0.504406173938225,4,0.610323239511901,0.8264574266279259,0.7410714285714286
crunchy,0.3746513838447128,3,0.4401253272037704,0.8512379558453717,0.8671875
crusade,0.6904846894081961,5,0.8660036950164564,0.7973230291991711,0.3602941176470588
crusader,0.6670928149445284,3,0.7492049121049531,0.8904010160188033,0.6164383561643836
crush,0.7836382598747205,3,0.9413972748961464,0.8324203614899676,0.5046728971962616
crust,0.4892817402246469,3,0.5887776408746384,0.8310127733414117,0.7734806629834254
crusty,0.4743718456387403,3,0.5752197886707905,0.8246792877813051,0.7933884297520661
crutch,0.6858083941745857,5,0.9245043647907918,0.7418119592434579,0.2946428571428571
cry,0.0,1,0.0,0.0,1.0
crypt,0.3908429388610352,3,0.5003869814213997,0.7810813497801371,0.8385093167701864
crystal,0.5665999109000207,4,0.7984139401317393,0.7096568364106106,0.5909090909090909
cub,0.6319614191657826,2,0.9091743154467804,0.6950937883185013,0.675531914893617
cube,0.2624728250314548,3,0.3299626496797608,0.7954622296984007,0.9090909090909092
cubicle,0.6408275383107037,4,0.7625628922253876,0.8403602441768133,0.5632911392405063
cucumber,0.5561411283221738,10,0.8828128374685964,0.6299649310910218,0.2553191489361702
cuddle,0.3817242716938663,4,0.5346893625272461,0.7139178342535566,0.7671232876712328
cue,0.6277015704269389,6,0.7937167166692718,0.79083828933452,0.4186046511627907
cuff,0.5613105753251199,4,0.7185946335784584,0.7811226929568132,0.6496815286624203
cuisine,0.4108910041841798,4,0.546579214061735,0.7517501463891572,0.7736842105263158
culinary,0.543641709988689,2,0.6264939199692292,0.8677525713503977,0.8432432432432433
cult,0.4635634897893613,5,0.5738031965203804,0.8078788905333267,0.7314814814814815
cultivate,0.4086636916354687,3,0.4850439954298582,0.8425291220712888,0.844311377245509
cultural,0.637794368405095,7,0.8768396662139749,0.7273785538911217,0.2692307692307692
cultured,0.749528230737303,5,0.896334827514468,0.8362145570263526,0.3608247422680412
cunning,0.4813232720217337,3,0.6958454992062676,0.6917099737955714,0.6
cup,0.2458603122729045,2,0.4873695710236627,0.5044638132752188,0.8941176470588236
cupboard,0.5156682169596543,5,0.7096732103205149,0.7266277061899509,0.5515151515151515
curb,0.5985758826022931,6,0.7017907807889527,0.852926397706984,0.6012269938650306
cure,0.0,1,0.0,0.0,1.0
curious,0.3753833765511856,5,0.485161631699037,0.773728489692378,0.796875
curl,0.5099952601067955,4,0.5947196557071995,0.857538934879064,0.75
currency,0.0,1,0.0,0.0,1.0
current,0.6810654472198387,4,0.8450431328077892,0.8059534724066585,0.5257142857142857
curry,0.4594871211092567,4,0.6253913502454043,0.7347193416233746,0.7329192546583851
curse,0.376275149546432,3,0.5194295413076541,0.7244007504832445,0.825503355704698
curtain,0.4581868186726044,3,0.6202090316765062,0.7387619258527492,0.7627118644067796
curved,0.5835454195883492,5,0.8619364722246295,0.6770167389276819,0.4652777777777778
cushion,0.1469790918513424,2,0.2030739299866456,0.7237713470212936,0.9682539682539684
custard,0.0,1,0.0,0.0,1.0
custody,0.7683331931182416,5,0.8959842708775774,0.8575297782467686,0.4012345679012346
custom,0.5389553819321263,2,0.7512865767183431,0.7173765625978705,0.7848101265822784
customer,0.3432558070900302,3,0.4901797042809199,0.7002652376103107,0.8392857142857143
cut,0.2940542755753298,4,0.3803236454855325,0.7731685343937303,0.869281045751634
cute,0.1166719169026273,2,0.182334255289829,0.6398793069199846,0.9723756906077348
cutter,0.5057007890317191,3,0.577865149652362,0.8751190296489479,0.7719298245614035
cycle,0.4249474817379505,3,0.5429133351194789,0.7827169720272801,0.8102189781021898
cyclone,0.1647062796264286,2,0.190564877002703,0.8643055436920435,0.9707602339181286
cylinder,0.6709950744797176,5,0.7853606759859566,0.854378243012152,0.5486111111111112
cynic,0.5793932821313307,6,0.8919328734498342,0.6495929227166422,0.4096385542168674
cynical,0.4517868534116651,3,0.7409724102641574,0.6097215593366055,0.6376811594202898
dad,0.0,1,0.0,0.0,1.0
daddy,0.236951369703159,2,0.2774265087003247,0.8541050053695958,0.9520958083832336
dagger,0.0,1,0.0,0.0,1.0
daily,0.4274524213722482,4,0.5642448856683805,0.7575654334303913,0.7557251908396947
dainty,0.477576479676109,3,0.7000560224132838,0.6821975161784521,0.6282051282051282
dairy,0.0,1,0.0,0.0,1.0
daisy,0.4854641644630981,3,0.6551573056117665,0.7409887065363425,0.7542857142857143
damage,0.6330346573557961,4,0.8486183959397317,0.7459591500544773,0.4077669902912621
dame,0.2510173951182003,2,0.2910298920984661,0.8625141331986335,0.948905109489051
damn,0.6083669631524041,5,0.7710305836696654,0.789030910105958,0.509090909090909
damnation,0.0,1,0.0,0.0,1.0
damp,0.295370964713566,3,0.4468584440823278,0.6609944796279776,0.8516483516483516
dance,0.4911373111473763,2,0.8374782779405223,0.5864478208976984,0.7327586206896551
dancer,0.1690473204827978,2,0.3274449191544762,0.5162618522813225,0.94
dandruff,0.1191469666755716,2,0.214777195943661,0.5547468210117872,0.9658536585365852
danger,0.5925928939958897,6,0.7705716035906314,0.7690302773091889,0.4827586206896552
dangerous,0.6446577920817593,8,0.8242629872639246,0.7821020742683711,0.3478260869565217
dangle,0.5559180207864919,4,0.6732144163425194,0.8257666610984319,0.6914893617021277
daring,0.5485030766952957,2,0.799048521044268,0.6864452686533515,0.7575757575757576
darken,0.1778705750751711,2,0.2580186686648155,0.6893709513176258,0.9565217391304348
darkness,0.0,1,0.0,0.0,1.0
darling,0.4967219812158048,4,0.957616618372806,0.5187065174994989,0.3518518518518518
darn,0.5527686758637465,4,0.6580792655398041,0.8399727887039955,0.4935897435897436
dart,0.7134837404298177,5,0.8322277936689629,0.8573178471778145,0.391304347826087
dash,0.5222180272097395,3,0.6484426783879297,0.8053418515079964,0.6835443037974683
dashboard,0.4161188756270937,4,0.541850357023015,0.7679590319240468,0.7796610169491526
dashing,0.6412770318646359,4,0.7325618890549082,0.8753895629104587,0.5984848484848485
date,0.3612482114894879,3,0.4280272187063688,0.8439842040449956,0.8695652173913043
daughter,0.0,1,0.0,0.0,1.0
dawn,0.3170431719393801,3,0.3789062015779577,0.8367326019448915,0.8870056497175142
day,0.1942231387523196,2,0.2949296509295193,0.6585405643013291,0.9479768786127168
daylight,0.401545376063165,2,0.4725472219330293,0.8497465595514031,0.898876404494382
daytime,0.3663934161610928,2,0.4656848645931277,0.7867840336215637,0.9010416666666666
daze,0.6932675240703609,5,0.8712136446974662,0.7957491578441725,0.3982300884955752
dazzle,0.4129044261719204,3,0.6562844431099908,0.6291546760048969,0.7571428571428571
dead,0.0,1,0.0,0.0,1.0
deadline,0.5898703357557302,6,0.9035874965364852,0.6528093162164648,0.3129770992366412
deadly,0.4865307028180523,4,0.7685675037192442,0.6330357456744369,0.6296296296296297
deaf,0.1638800954473287,2,0.1996598183820234,0.8207965767742271,0.968944099378882
deal,0.645847181510451,3,0.9110015349020534,0.7089419246476785,0.44
dealer,0.6551968337406853,5,0.8088165707138331,0.8100685093066671,0.3901098901098901
death,0.380730303468895,3,0.5304741488697924,0.7177169788199184,0.8114754098360656
debate,0.3937392624839105,4,0.524593153488359,0.7505611917839257,0.7847222222222222
debris,0.5724486854459329,4,0.714272649712286,0.8014428183362742,0.6115702479338843
debt,0.1707197077733316,2,0.2175468793381155,0.7847490540555895,0.9652777777777778
decade,0.2487724084901351,2,0.9980912674949578,0.2492481565483608,0.5257142857142857
decadent,0.7495793214020845,2,0.9570763860606196,0.783196965591634,0.6213592233009708
decay,0.5968875386901484,6,0.7820970238214123,0.7631886076917798,0.4896551724137931
deceased,0.0,1,0.0,0.0,1.0
deceit,0.3396099479636117,3,0.4232293595063066,0.8024253051814833,0.8677685950413223
deceitful,0.2967796635798825,3,0.5264900520620983,0.5636947220892182,0.8263888888888888
deceive,0.274466681893563,5,0.3730666496099352,0.735704148790934,0.8571428571428571
decency,0.514356420914605,4,0.7811804863418782,0.6584348046419333,0.5904761904761905
decent,0.4755653187647549,5,0.6825152515187113,0.696783431149036,0.6074074074074074
deception,0.3123570738391067,2,0.3870514213921978,0.8070169919944472,0.9242424242424242
deceptive,0.2814660216027088,2,0.4297586093037604,0.6549398092540923,0.912
decide,0.3537248410152153,3,0.4136181278535819,0.8551966589347157,0.875
decipher,0.3822157449626909,3,0.6076049176707039,0.6290530801296702,0.7571428571428571
decision,0.4369908431136867,3,0.7909707732814144,0.5524740709454918,0.6533333333333333
decisive,0.7014677515951239,5,0.8510147574393314,0.8242721356628546,0.35
declaration,0.3713412359438373,3,0.4676563475943227,0.7940472482712119,0.8448275862068966
declare,0.4956897970590757,6,0.7504655332217736,0.660509743773392,0.4722222222222222
decline,0.5802418971848646,5,0.6446309731331165,0.9001148275030908,0.5461538461538461
decode,0.6005285757605107,4,0.8134366888475415,0.7382609906756552,0.525
decomposition,0.5859004884490236,5,0.8520233456194551,0.6876577871502458,0.4033613445378151
decor,0.5216113917363281,4,0.8546659323805839,0.6103102650686372,0.3687943262411347
decorate,0.5907283349283238,4,0.8943777813871455,0.6604908431559278,0.3950617283950617
decoration,0.5049646786550385,5,0.6734394931143616,0.7498293221857228,0.6311475409836066
decorative,0.6556690415581301,6,0.8879312807137051,0.7384231818380289,0.3252032520325203
decrease,0.3657761639679274,2,0.6641593279528073,0.5507355668637361,0.8271604938271605
dedication,0.5581957537349337,4,0.7371888392452611,0.7571950686426808,0.5588235294117647
deduce,0.4738415528369987,3,0.9348671307162706,0.5068544366020803,0.5140845070422535
deduct,0.7433938443108208,4,0.9475688609861542,0.7845275155381907,0.4105960264900662
deed,0.6102017236035913,5,0.7577011377239825,0.8053329911006116,0.5901639344262295
deem,0.688607548831643,7,0.8134074335802336,0.8465714971410075,0.3505154639175257
deep,0.4514156336578447,5,0.57823140888078,0.7806833505146342,0.717948717948718
deer,0.3763878261703953,4,0.5115302222299362,0.735807602001679,0.7910447761194029
default,0.79256096893663,4,0.8409191195975045,0.9424936958455404,0.5512820512820513
defeat,0.2625083507145138,2,0.3855515903397949,0.6808643960803262,0.9246575342465754
defect,0.3027896671453802,5,0.382998142146244,0.7905773783878121,0.8538461538461538
defend,0.294755226733567,3,0.3748841654775263,0.7862568064407541,0.8923076923076924
defender,0.5863553507752864,5,0.8117311322245134,0.7223516845638351,0.4122137404580153
defense,0.6235239009315795,5,0.7406594473846527,0.841849655915831,0.5785123966942148
deficit,0.536189319856264,4,0.7368383728108138,0.7276891916077404,0.5866666666666667
define,0.0,1,0.0,0.0,1.0
definite,0.4955900588161558,4,0.5879134486393431,0.8429643172190413,0.7592592592592593
definition,0.0,1,0.0,0.0,1.0
degrade,0.6020209282332236,4,0.7752865706034752,0.7765140672624016,0.5454545454545454
degree,0.3258981607710495,3,0.3818962309523018,0.8533683612388246,0.8888888888888888
delay,0.0,1,0.0,0.0,1.0
delegate,0.4968526223609117,5,0.8007531108021433,0.6204816636468593,0.4732142857142857
deliberate,0.5038063795575806,4,0.650546571422236,0.7744355311198557,0.7126436781609196
delicate,0.4431286636328808,5,0.5849898827752302,0.757497995573273,0.6756756756756757
