word,rt,ambiguity,ambiguity_binary,n_communities,entropy,dissimilarity,max_dom,cnt,log_cnt,frq,log_frq,log_frqN,zipf,max_lem_cat,max_lem_cat_sum_perc,max_lem_lemma,max_lem_code,max_lem_perc,all_lem_cnt,all_lem_frq,all_lem_log_cnt,all_lem_log2_cnt,num_letters,sa_orth_cv_structure,sa_orth_syll_structure,rep_letters,N,NHF,frq_hf_s,hf_s,hf_s_list,P,PHF,avg_frq_Ns,N_TL,frq_hf_tl,hf_tl,hf_tl_list,N_A,frq_hf_A,hf_A,hf_A_list,N_D,frq_hf_D,hf_D,hf_D_list,orth_uniq_point,Lev_N,sa_num_phon,sa_num_syll,sa_init_phon,sa_phon_structure,sa_phon_CV_structure,sa_syll_accent,sa_homoph,sa_homoph_list,sa_NP,sa_NPHF,sa_frq_hfp,sa_hfp,sa_hfp_list,sa_pf,sa_pf_hf,sa_avg_frq_Np,sa_phon_uniq_point,familiarity,imageability,concreteness,log_rt,max_dom_scaled
decadencia,1026.9686411149826,0.7115262557115484,1,5,0.9537674026984206,0.7460165378880448,0.3055555555555556,3802,3.580126,12.353279,1.125588,1.091896,4.091782,NOUN,99.973698,decadencia,NCFS000,97.02788,3823,9.452576,3.582404,12.833621,10,CVCVCVCCVV,de·ca·den·cia,1,0,0,0.0,,,0,0,0.0,0,0.0,,,1,0.068232,decadencias,OOOOOO;decadencias,0,0.0,,,11,2.8,10,4,d,dekaDensja,CVCVCVCCVV,3,0,,1,0,0.068232,decadencias,OOOOOO;decadencias,1,0,0.068232,11,4.247,3.52,3.29,3.011557182449615,30.555555555555557
decaer,974.9619377162628,0.7462981448150182,1,2,0.9774178175281716,0.7635405569977836,0.5882352941176471,488,2.689309,1.585587,0.412559,0.201079,3.20019,VERB,99.795082,decaer,VMN0000,99.795082,2414,5.968747,3.382737,11.442911,6,CVCVVC,de·ca·er,1,3,1,2.469356,recaer,recaer;OOOOOO;decker;decaen,3,1,1.120958,0,0.0,,,2,0.068232,decaerá,OOOOOO;decaerá;descaer,1,1.614829,decae,decae;OOOOOO,7,1.7,6,3,d,dekaer,CVCVVC,3,0,,6,2,2.469356,recaer,recaer;decae;OOOOOO;decker;decaen;decaerá;descaer,4,2,0.842072,7,,,,2.9889876612755013,58.82352941176471
decaimiento,1229.809187279152,0.7127550228715256,1,3,0.9507418158126738,0.7496830485595901,0.4516129032258064,445,2.649335,1.445873,0.388434,0.161105,3.16013,NOUN,100.0,decaimiento,NCMS000,97.977528,470,1.162101,2.672098,7.140107,11,CVCVVCVVCCV,de·cai·mien·to,1,0,0,0.0,,,0,0,0.0,0,0.0,,,1,0.081229,decaimientos,OOOOOO;decaimientos,0,0.0,,,12,2.75,11,4,d,dekaimjento,CVCVVCVVCCV,3,0,,1,0,0.081229,decaimientos,OOOOOO;decaimientos,1,0,0.081229,12,,,,3.089837733114009,45.16129032258064
decaído,999.9143835616438,0.3032809809892542,1,2,0.4689955935892811,0.6466606192783337,0.9,346,2.540329,1.124207,0.327197,0.0521,3.050846,VERB,68.208092,decaer,VMP00SM,68.208092,2647,6.544852,3.422754,11.715245,7,CVCVVCV,de·ca·í·do,1,2,0,1.003988,recaído,OOOOOO;recaído;decaída,2,0,0.644957,0,0.0,,,2,0.084478,decaídos,OOOOOO;decaídos;descaído,0,0.0,,,8,1.8,7,4,d,dekaiDo,CVCVVCV,3,0,,5,0,1.003988,recaído,OOOOOO;recaído;decaída;decaídos;decaigo;descaído,5,0,0.276828,8,,,,2.9999628156614437,90.0
decena,936.552715654952,0.0,0,1,0.0,0.0,1.0,1466,3.16643,4.763258,0.760668,0.6782,3.677904,NOUN,99.658936,decena,NCFS000,92.701228,7607,18.808723,3.881213,15.063818,6,CVCVCV,de·ce·na,1,2,1,12.018616,docena,docena;OOOOOO;decana,2,1,6.330974,0,0.0,,,2,20.508652,decenas,decenas;OOOOOO;decenal,0,0.0,,,7,1.8,6,3,d,desena,CVCVCV,2,0,,10,3,40.604661,desea,desea;decenas;docena;OOOOOO;deshecha;desecha;decenal;deseca;desen;desuna;désela,5,3,7.582873,7,,,,2.9715322274920615,100.0
decente,876.4122807017544,0.5877277003627924,1,4,0.8217037641510322,0.715254969009447,0.4262295081967213,2290,3.360025,7.44056,0.926371,0.871795,3.871606,ADJECTIVE,99.606987,decente,AQ0CS0,99.606987,2798,6.918208,3.446848,11.880759,7,CVCVCCV,de·cen·te,1,6,1,10.091868,docente,docente;OOOOOO;demente;detente;decante;dicente;decentó,4,1,2.081082,0,0.0,,,2,1.657068,decentes,OOOOOO;decentes;adecente,0,0.0,,,8,1.6,7,3,d,desente,CVCVCCV,2,0,,10,1,10.091868,docente,docente;OOOOOO;decentes;demente;detente;détente;deserte;dicente;decentó;deserté;recenté,6,1,1.414681,8,,,,2.942708454470181,42.62295081967213
decepcionar,991.2546012269938,0.0,0,1,0.0,0.0,1.0,124,2.09691,0.402895,0.147025,-0.39132,2.605192,VERB,100.0,decepcionar,VMN0000,100.0,2694,6.661062,3.430398,11.767628,11,CVCVCCVVCVC,de·cep·cio·nar,1,3,0,0.058485,decepcionan,OOOOOO;decepcionan;recepcionar;decepcionas,2,0,0.034658,0,0.0,,,2,0.016246,decepcionará,OOOOOO;decepcionará;decepcionara,1,0.796042,decepciona,decepciona;OOOOOO,12,1.7,11,4,d,desepsjonar,CVCVCCVVCVC,4,0,,6,1,0.796042,decepciona,decepciona;OOOOOO;decepcionan;recepcionar;decepcionará;decepcionara;decepcionas,3,1,0.154876,12,,,,2.996185216247835,100.0
decepción,904.7245283018868,0.2719630266956802,1,2,0.7219280948873623,0.3767176102740714,0.8,2337,3.368845,7.59327,0.934158,0.880615,3.880429,NOUN,100.0,decepción,NCFS000,93.838254,2674,6.611611,3.427161,11.745435,9,CVCVCCVVC,de·cep·ción,1,1,1,13.916121,recepción,recepción;OOOOOO,1,1,13.916121,0,0.0,,,0,0.0,,,0,0.0,,,8,2.2,9,3,d,desepsjon,CVCVCCVVC,3,0,,7,1,13.916121,recepción,recepción;OOOOOO;deserción;decepcionó;decepciona;decepcione;decepciono;decepcioné,3,1,2.538516,10,3.753,,5.226,2.956516364785313,80.0
deceso,1054.1587982832618,0.0,0,1,0.0,0.0,1.0,312,2.495544,1.013736,0.304002,0.007314,3.005925,NOUN,100.0,deceso,NCMS000,97.75641,360,0.89012,2.556303,6.534682,6,CVCVCV,de·ce·so,1,1,1,1.865014,receso,receso;OOOOOO,1,1,1.865014,0,0.0,,,1,0.162458,decesos,OOOOOO;decesos,0,0.0,,,7,1.9,6,3,d,deseso,CVCVCV,2,0,,17,9,119.978212,deseo,deseo;desuso;deseoso;deshizo;deshecho;deseó;receso;desecho;desechó;OOOOOO;decesos;desecó;deses;deshechó;déselo;deseco;desheló;desello,5,4,8.222076,7,,,,3.02290603784374,100.0
decidir,857.6428571428571,0.3318376855675258,1,2,0.4021791902022728,0.8250990942635066,0.92,11160,4.047703,36.260544,1.571249,1.559473,4.559434,VERB,99.426523,decidir,VMN0000,99.426523,84852,209.801207,4.928662,24.29171,7,CVCVCVC,de·ci·dir,1,3,1,76.371334,decidió,decidió;OOOOOO;decidor;decidid,2,1,25.535091,0,0.0,,,2,3.91198,decidirá,OOOOOO;decidirá;decidiré,1,0.009747,decidi,OOOOOO;decidi,8,1.7,7,3,d,desiDir,CVCVCVC,3,0,,9,0,3.91198,decidirá,OOOOOO;decidirá;decidí;residir;decidía;decidor;decidiré;decidís;decidid;decidi,4,0,1.41627,8,6.201,3.291,4.043,2.9333064749555056,92.0
decimal,836.1338912133891,0.4319220846865587,1,3,0.7093647562439058,0.608885740212963,0.7192982456140351,673,2.82866,2.18668,0.503338,0.34043,3.339785,ADJECTIVE,95.393759,decimal,AQ0CS0,95.393759,967,2.39096,2.985426,8.912771,7,CVCVCVC,de·ci·mal,0,0,0,0.0,,,0,0,0.0,0,0.0,,,0,0.0,,,0,0.0,,,8,2.25,7,3,d,desimal,CVCVCVC,3,0,,2,2,6.615275,décima,décima;décimas;OOOOOO,2,2,4.943586,8,,,,2.9222758271510103,71.9298245614035
decir,776.7777777777778,0.3799856827132315,1,2,0.4220005168831531,0.9004389035344358,0.9142857142857144,147197,5.167902,478.265529,2.680576,2.679672,5.679669,VERB,99.508822,decir,VMN0000,99.508822,722426,1786.237761,5.858793,34.32546,5,CVCVC,de·cir,0,3,0,4.935463,decid,OOOOOO;decid;decia;decor,2,0,1.917,0,0.0,,,0,0.0,,,1,0.259932,deci,OOOOOO;deci,6,1.8,5,2,d,desir,CVCVC,2,0,,8,0,98.78074,decía,OOOOOO;decía;decís;decid;desire;deci;desoír;decí;desiré,2,0,13.837735,6,,,,2.890296792689683,91.42857142857143
decisivo,946.047619047619,0.6598899402812365,1,3,0.8634669138372404,0.764233035112707,0.6,5422,3.73424,17.616906,1.269908,1.24601,4.24593,ADJECTIVE,99.446699,decisivo,AQ0MS0,99.446699,11893,29.406092,4.075291,16.608,8,CVCVCVCV,de·ci·si·vo,1,1,0,13.977855,decisiva,OOOOOO;decisiva,1,0,13.977855,0,0.0,,,1,4.422097,decisivos,OOOOOO;decisivos,0,0.0,,,9,2.4,8,4,d,desisiBo,CVCVCVCV,3,0,,2,0,13.977855,decisiva,OOOOOO;decisiva;decisivos,2,0,9.199976,9,,,,2.9759129970456906,60.0
declarar,894.5157480314961,0.0,0,1,0.0,0.0,1.0,6189,3.791691,20.109006,1.324468,1.303461,4.303391,VERB,98.432703,declarar,VMN0000,98.432703,55849,138.089704,4.747015,22.534155,8,CVCCVCVC,de·cla·rar,1,4,0,4.516322,declaran,OOOOOO;declaran;declamar;declaras;declarad,2,0,1.236303,0,0.0,,,4,1.198937,declarara,OOOOOO;declarara;declarará;declararé;declarare,1,20.346194,declara,declara;OOOOOO,9,1.55,8,3,d,deklarar,CVCCVCVC,3,0,,9,1,20.346194,declara,declara;OOOOOO;declaran;declarara;declarará;declamar;declaras;declararé;declarad;declarare,3,1,3.054565,9,4.921,3.74,3.439,2.95158799076474,100.0
decorado,934.4070512820512,0.6947751208491899,1,4,0.8481200373614585,0.8191943242028195,0.5483870967741935,1468,3.167022,4.769756,0.761157,0.678792,3.678496,NOUN,98.773842,decorado,NCMS000,98.228883,5151,12.736129,3.711892,13.778139,8,CVCVCVCV,de·co·ra·do,1,3,0,2.618817,decorada,OOOOOO;decorada;devorado;demorado,2,0,1.844436,0,0.0,,,3,4.087434,decorados,OOOOOO;decorados;decorador;decorando,1,0.003249,decorad,OOOOOO;decorad,9,1.65,8,4,d,dekoraDo,CVCVCVCV,3,0,,6,0,4.087434,decorados,OOOOOO;decorados;decorada;devorado;demorado;decorador;decorad,3,0,1.698765,9,5.675,5.306,4.745,2.9705361070813923,54.83870967741935
decorar,911.3280632411067,0.6523648930515328,1,5,0.8489165478883793,0.7684676363939953,0.4745762711864407,399,2.60206,1.296412,0.36105,0.11383,3.112743,VERB,99.24812,decorar,VMN0000,99.24812,1238,3.061023,3.092721,9.564921,7,CVCVCVC,de·co·rar,1,4,1,2.375131,devorar,devorar;OOOOOO;demorar;decoran;decorad,2,1,1.060036,0,0.0,,,2,0.019495,decorara,OOOOOO;decorara;decorará,1,0.542608,decora,OOOOOO;decora,8,1.65,7,3,d,dekorar,CVCVCVC,3,0,,7,1,2.375131,devorar,devorar;OOOOOO;demorar;decoran;decora;decorara;decorará;decorad,3,1,0.687428,8,,,,2.9596747440506292,47.45762711864407
decorativo,890.9266055045872,0.7251101377468968,1,2,0.9963165195589622,0.7277909414448736,0.5357142857142857,557,2.746634,1.809778,0.448672,0.258404,3.257625,ADJECTIVE,96.768402,decorativo,AQ0MS0,96.768402,1824,4.50994,3.261025,10.634283,10,CVCVCVCVCV,de·co·ra·ti·vo,1,1,0,1.042978,decorativa,OOOOOO;decorativa,1,0,1.042978,0,0.0,,,1,1.926748,decorativos,decorativos;OOOOOO,0,0.0,,,11,2.4,10,5,d,dekoratiBo,CVCVCVCVCV,4,0,,2,1,1.926748,decorativos,decorativos;OOOOOO;decorativa,2,1,1.484863,11,,,,2.949841928349729,53.57142857142857
decreto,901.0180360721442,0.377948679601045,1,3,0.6501267132051686,0.5813461774824366,0.7575757575757576,14956,4.174844,48.594328,1.695432,1.686615,4.686586,NOUN,98.375234,decreto,NCMS000,60.036106,16915,41.823262,4.228272,17.878284,7,CVCCVCV,de·cre·to,1,5,1,61.204289,secreto,secreto;OOOOOO;decretó;decreta;decrete;decreté,2,1,13.747165,0,0.0,,,1,7.726485,decretos,OOOOOO;decretos,0,0.0,,,8,1.7,7,3,d,dekreto,CVCCVCV,2,1,decretó,6,1,61.204289,secreto,secreto;OOOOOO;decretos;decreta;decrete;secretó;decreté,3,1,11.876195,8,3.617,3.216,4.669,2.9547334845286843,75.75757575757575
dedal,921.903536977492,0.2211392181589854,1,2,0.4192329950808199,0.5274852427022212,0.9150943396226416,102,2.012837,0.331414,0.124313,-0.475393,2.520371,NOUN,100.0,dedal,NCMS000,100.0,123,0.304124,2.089905,4.367703,5,CVCVC,de·dal,1,3,1,1.546597,pedal,pedal;OOOOOO;sedal;dedil,2,1,0.616256,0,0.0,,,0,0.0,,,1,1.354897,deal,deal;OOOOOO,6,1.8,5,2,d,deDal,CVCVC,2,0,,5,3,1.546597,pedal,pedal;deal;dédalo;OOOOOO;sedal;dedil,3,3,0.801891,6,,,,2.9646854811945684,91.50943396226417
dedo,798.4713804713805,0.0,0,1,0.0,0.0,1.0,6153,3.789157,19.992037,1.322055,1.300928,4.300857,NOUN,100.0,dedo,NCMS000,98.602308,15074,37.271289,4.178229,17.457593,4,CVCV,de·do,1,17,2,206.730589,dado,dado;debo;OOOOOO;dejo;dudo;demo;deco;ledo;medo;cedo;pedo;dodo;aedo;delo;vedo;redo;sedo;jedo,3,2,16.310173,0,0.0,,,2,29.434074,dedos,dedos;OOOOOO;deudo,1,0.968248,deo,OOOOOO;deo,5,1.0,4,2,d,deDo,CVCV,1,0,,30,5,206.730589,dado,dado;dejó;quedó;debo;dedos;OOOOOO;dejo;quedo;dudo;demo;dudó;dello;deco;deo;deudo;lledó;ledo;medo;cedo;pedo;dodo;aedo;delo;sedó;vedó;vedo;redo;redó;sedo;hiedo;jedo,5,4,18.450855,5,6.378,5.52,6.337,2.902259354380447,100.0
deducción,970.5458015267176,0.4414354289776289,1,4,0.918566162234308,0.4805700962289828,0.4090909090909091,1122,3.05038,3.645549,0.667037,0.56215,3.561763,NOUN,100.0,deducción,NCFS000,95.008913,1734,4.28741,3.239049,10.491439,9,CVCVCCVVC,de·duc·ción,1,2,2,59.839645,reducción,reducción;seducción;OOOOOO,1,1,31.960291,0,0.0,,,0,0.0,,,0,0.0,,,8,2.25,9,3,d,deDuksjon,CVCVCCVVC,3,0,,2,2,59.839645,reducción,reducción;seducción;OOOOOO,1,1,31.960291,10,4.719,2.839,4.122,2.9870160352225343,40.909090909090914
deducir,877.7992957746479,0.8132011962861309,1,2,0.9090221560878148,0.8945889721609521,0.6756756756756757,2155,3.333649,7.001924,0.903194,0.845419,3.845217,VERB,99.860789,deducir,VMN0000,99.860789,7605,18.803778,3.881099,15.062931,7,CVCVCVC,de·du·cir,1,3,1,63.663898,reducir,reducir;OOOOOO;seducir;deducid,2,1,22.171135,0,0.0,,,2,0.100724,deducirá,OOOOOO;deducirá;deduciré,1,0.022744,educir,OOOOOO;educir,8,1.7,7,3,d,deDusir,CVCVCVC,3,0,,8,1,63.663898,reducir,reducir;OOOOOO;seducir;deducía;deducirá;educir;deduciré;deducid;deducís,4,1,8.381595,8,6.04,2.827,3.105,2.9433952280909694,67.56756756756756
defecar,944.9771986970684,0.0,0,1,0.0,0.0,1.0,93,1.973128,0.302171,0.114668,-0.515102,2.480253,VERB,98.924731,defecar,VMN0000,98.924731,196,0.484621,2.292256,5.254438,7,CVCVCVC,de·fe·car,1,2,0,0.23069,desecar,OOOOOO;desecar;defecan,2,0,0.138089,0,0.0,,,1,0.003249,defecara,OOOOOO;defecara,1,0.064983,defeca,OOOOOO;defeca,8,1.8,7,3,d,defekar,CVCVCVC,3,0,,4,0,0.23069,desecar,OOOOOO;desecar;defeca;defecan;defecara,3,0,0.086103,8,,,,2.9754213295679817,100.0
defecto,845.986328125,0.6299845140218678,1,2,0.693127415328288,0.9089014517244084,0.813953488372093,4223,3.625724,13.721172,1.167942,1.137494,4.137391,NOUN,87.52072,defecto,NCMS000,86.881364,9355,23.130749,3.971044,15.769189,7,CVCVCCV,de·fec·to,1,1,0,0.224192,detecto,OOOOOO;detecto,1,0,0.224192,0,0.0,,,1,16.87285,defectos,defectos;OOOOOO,2,174.482749,efecto,efecto;OOOOOO;defeco,8,1.8,7,3,d,defekto,CVCVCCV,2,0,,6,2,174.482749,efecto,efecto;defectos;OOOOOO;detectó;detecto;defecó;defeco,4,2,32.370225,8,6.1,4.763,3.807,2.9273633445191085,81.3953488372093
defectuoso,951.1342756183744,0.6234563356529833,1,3,0.8908607907173471,0.6998358690261338,0.4821428571428571,445,2.649335,1.445873,0.388434,0.161105,3.16013,ADJECTIVE,99.550562,defectuoso,AQ0MS0,99.550562,1363,3.370092,3.134496,9.825064,10,CVCVCCVVCV,de·fec·tuo·so,1,1,1,1.582337,defectuosa,defectuosa;OOOOOO,1,1,1.582337,0,0.0,,,1,0.887019,defectuosos,OOOOOO;defectuosos,0,0.0,,,11,2.65,10,4,d,defektwoso,CVCVCCVVCV,3,0,,2,1,1.582337,defectuosa,defectuosa;OOOOOO;defectuosos,2,1,1.234678,11,,,,2.9782418324406974,48.21428571428571
defender,839.7064846416382,0.6319084112598595,1,4,0.7743974703476992,0.8160000974385117,0.625,14331,4.156307,46.563607,1.677275,1.668077,4.668047,VERB,98.527667,defender,VMN0000,98.527667,44628,110.345169,4.649607,21.618849,8,CVCVCCVC,de·fen·der,1,3,0,10.309561,depender,OOOOOO;depender;defended;decender,2,0,3.471178,0,0.0,,,2,1.689559,defenderá,OOOOOO;defenderá;defenderé,0,0.0,,,9,1.75,8,3,d,defender,CVCVCCVC,3,0,,5,0,10.309561,depender,OOOOOO;depender;defenderá;defenderé;defended;decender,3,0,2.557083,9,5.449,4.5,3.739,2.9241275070422095,62.5
deficiencia,1078.7075471698113,0.3984522691755748,1,2,0.4450648570508387,0.8952678758234569,0.9074074074074074,1210,3.083144,3.931475,0.692977,0.594914,3.594556,NOUN,100.0,deficiencia,NCFS000,96.280992,4471,11.054792,3.650405,13.325454,11,CVCVCVVCCVV,de·fi·cien·cia,1,0,0,0.0,,,0,0,0.0,0,0.0,,,1,10.670217,deficiencias,deficiencias;OOOOOO,1,20.355942,eficiencia,eficiencia;OOOOOO,12,2.6,11,4,d,defisjensja,CVCVCVVCCVV,3,0,,2,2,20.355942,eficiencia,eficiencia;deficiencias;OOOOOO,2,2,15.51308,12,5.606,4.898,3.806,3.0329037172816116,90.74074074074075
definición,887.6321070234113,0.4064057701550677,1,3,0.6383111854769605,0.636689093661099,0.7647058823529411,15532,4.191255,50.46584,1.711519,1.703025,4.702998,NOUN,100.0,definición,NCFS000,94.21195,18155,44.88923,4.258996,18.139049,10,CVCVCVCVVC,de·fi·ni·ción,1,0,0,0.0,,,0,0,0.0,0,0.0,,,0,0.0,,,0,0.0,,,9,2.8,10,4,d,definisjon,CVCVCVCVVC,4,0,,0,0,0.0,,,0,0,0.0,11,6.293,3.883,3.697,2.948233002945853,76.47058823529412
definido,905.2884250474384,0.0,0,1,0.0,0.0,1.0,5456,3.736954,17.727377,1.272477,1.248724,4.248644,ADJECTIVE,75.953079,definido,AQ0MSP,75.953079,41051,101.500841,4.613324,21.282756,8,CVCVCVCV,de·fi·ni·do,1,1,0,12.281797,definida,OOOOOO;definida,1,0,12.281797,0,0.0,,,2,7.840205,definidos,OOOOOO;definidos;definidor,0,0.0,,,9,1.85,8,4,d,definiDo,CVCVCVCV,3,0,,3,0,12.281797,definida,OOOOOO;definida;definidos;definidor,2,0,6.791812,9,,,,2.9567869675480463,100.0
definir,859.7562326869806,0.4836609702644325,1,4,0.8353170089604519,0.5790148710922891,0.4285714285714285,9114,3.959757,29.612778,1.485903,1.471527,4.471479,VERB,99.111257,definir,VMN0000,99.111257,28676,70.902977,4.457519,19.869472,7,CVCVCVC,de·fi·nir,1,2,0,7.590021,definió,OOOOOO;definió;difinir,2,0,3.806383,0,0.0,,,2,0.750554,definirá,OOOOOO;definirá;definiré,0,0.0,,,8,1.8,7,3,d,definir,CVCVCVC,3,0,,6,0,2.063212,definía,OOOOOO;definía;definirá;definí;definiré;difinir;definís,3,0,0.486831,8,5.733,3.522,3.67,2.9343753328648003,42.85714285714285
definitivo,862.5045592705167,0.0,0,1,0.0,0.0,1.0,6213,3.793371,20.186986,1.326069,1.305141,4.305071,ADJECTIVE,99.275712,definitivo,AQ0MS0,99.275712,22093,54.62615,4.344255,18.872549,10,CVCVCVCVCV,de·fi·ni·ti·vo,1,1,1,46.443389,definitiva,definitiva;OOOOOO,1,1,46.443389,0,0.0,,,1,2.342639,definitivos,OOOOOO;definitivos,0,0.0,,,11,2.75,10,5,d,definitiBo,CVCVCVCVCV,4,0,,2,1,46.443389,definitiva,definitiva;OOOOOO;definitivos,2,1,24.393014,11,,,,2.935761399467971,100.0
deforme,912.6525096525096,0.0,0,1,0.0,0.0,1.0,400,2.603144,1.299661,0.361664,0.114914,3.11383,ADJECTIVE,98.5,deforme,AQ0CS0,98.5,609,1.505786,2.784617,7.754093,7,CVCVCCV,de·for·me,1,4,0,0.630336,deforma,OOOOOO;deforma;reforme;deformó;deformo,2,0,0.31598,0,0.0,,,3,0.682322,deformes,OOOOOO;deformes;deiforme;deformen,0,0.0,,,8,1.65,7,3,d,deforme,CVCVCCV,2,0,,7,0,0.682322,deformes,OOOOOO;deformes;deforma;reforme;deformó;deiforme;deformen;deformo,4,0,0.29753,8,,,,2.9603054523790964,100.0
defraudar,958.0674157303372,0.0,0,1,0.0,0.0,1.0,377,2.577492,1.224931,0.347316,0.089262,3.088112,VERB,98.67374,defraudar,VMN0000,98.67374,1132,2.798932,3.053846,9.325978,9,CVCCVVCVC,de·frau·dar,1,2,0,0.129966,defraudan,OOOOOO;defraudan;defraudas,1,0,0.068232,0,0.0,,,4,0.042239,defraudará,OOOOOO;defraudará;defraudara;defraudaré;defraudare,1,0.298922,defrauda,OOOOOO;defrauda,10,1.65,9,3,d,defrauDar,CVCCVVCVC,3,0,,7,0,0.298922,defrauda,OOOOOO;defrauda;defraudan;defraudará;defraudara;defraudaré;defraudas;defraudare,2,0,0.073802,10,,,,2.9813960698818343,100.0
deglutir,1167.888888888889,0.1355167736231518,1,2,0.3227569588973982,0.4198725074313008,0.9411764705882352,34,1.544068,0.110471,0.045507,-0.944162,2.043248,VERB,100.0,deglutir,VMN0000,100.0,80,0.197804,1.90309,3.621751,8,CVCCVCVC,de·glu·tir,0,1,0,0.006498,deglutió,OOOOOO;deglutió,1,0,0.006498,0,0.0,,,0,0.0,,,0,0.0,,,9,2.45,8,3,d,deGlutir,CVCCVCVC,3,0,,1,0,0.012997,deglutía,OOOOOO;deglutía,1,0,0.012997,9,,,,3.0674015266481183,94.11764705882352
degradar,1070.8285714285714,0.4416170138695582,1,2,0.8582307926411411,0.5145667315321032,0.717948717948718,257,2.41162,0.835032,0.263644,-0.07661,2.921703,VERB,99.610895,degradar,VMN0000,99.610895,1409,3.483829,3.148911,9.91564,8,CVCCVCVC,de·gra·dar,1,3,0,0.656329,degradan,OOOOOO;degradan;degradas;degradad,1,0,0.226358,0,0.0,,,2,0.025993,degradará,OOOOOO;degradará;degradara,1,1.11121,degrada,degrada;OOOOOO,9,1.7,8,3,d,deGraDar,CVCCVCVC,3,0,,6,1,1.11121,degrada,degrada;OOOOOO;degradan;degradará;degradas;degradara;degradad,2,1,0.304879,9,,,,3.0297199503447687,71.7948717948718
degustar,948.4629080118694,0.5062927521257171,1,3,0.7700458036000908,0.657483944148147,0.6224489795918368,481,2.683047,1.562842,0.408722,0.194817,3.193915,VERB,99.5842,degustar,VMN0000,99.5842,776,1.918702,2.889862,8.351301,8,CVCVCCVC,de·gus·tar,0,1,0,0.139714,degustan,OOOOOO;degustan,1,0,0.139714,0,0.0,,,1,0.003249,degustara,OOOOOO;degustara,1,0.110471,degusta,OOOOOO;degusta,9,1.85,8,3,d,deGustar,CVCVCCVC,3,0,,3,0,0.139714,degustan,OOOOOO;degustan;degusta;degustara,2,0,0.084478,9,,,,2.977020351396793,62.244897959183675
deidad,981.0227272727273,0.2835431717582711,1,2,0.8739810481273578,0.324427139885707,0.7058823529411765,2762,3.441381,8.97416,0.998876,0.953151,3.952994,NOUN,100.0,deidad,NCFS000,59.884142,3715,9.185541,3.569959,12.744606,6,CVVCVC,dei·dad,1,1,0,0.003249,desdad,OOOOOO;desdad,1,0,0.003249,0,0.0,,,0,0.0,,,0,0.0,,,7,1.95,6,2,d,deiDaD,CVVCVC,2,0,,1,0,0.003249,desdad,OOOOOO;desdad,1,0,0.003249,7,,,,2.991679068760989,70.58823529411765
dejar,816.9450171821305,0.0,0,1,0.0,0.0,1.0,38198,4.582052,124.111135,2.097296,2.093822,5.093811,VERB,99.531389,dejar,VMN0000,99.531389,208727,516.088913,5.319579,28.297917,5,CVCVC,de·jar,0,7,0,25.525344,dejan,OOOOOO;dejan;dejas;dejad;cejar;tejar;vejar;deñar,3,0,4.376145,0,0.0,,,4,7.0929,dejará,OOOOOO;dejará;dejara;dejaré;dejare,2,80.660216,deja,OOOOOO;deja;dear,6,1.35,5,2,d,dexar,CVCVC,2,0,,16,0,80.660216,deja,OOOOOO;deja;dejan;dejará;dejara;dejas;dejad;dejaré;béjar;quejar;dear;cejar;tejar;vejar;dejare;véjar;deñar,5,0,8.200252,6,6.318,4.16,4.247,2.9121928282118072,100.0
dejo,946.7524429967426,0.3224675079705691,1,2,0.446481346896803,0.7222418365556094,0.9069767441860463,3254,3.512551,10.572743,1.063436,1.024321,4.024188,NOUN,98.678549,dejo,NCMS000,95.328826,211960,524.082682,5.326254,28.368981,4,CVCV,de·jo,0,16,6,630.644292,dijo,dijo;dejó;deja;debo;dedo;deje;OOOOOO;dejé;demo;tejo;deco;delo;rejo;mejo;dujo;cejo;vejo,4,3,57.669008,0,0.0,,,1,0.074731,dejos,OOOOOO;dejos,1,0.968248,deo,OOOOOO;deo,5,1.1,4,2,d,dexo,CVCV,1,1,dejó,23,5,630.644292,dijo,dijo;deja;debo;dedo;deje;OOOOOO;dejé;demo;quejó;tejo;dello;deco;deo;quejo;delo;cejó;rejo;dejos;mejo;dujo;cejo;vejo;vejó;tejó,5,3,35.412091,5,,,,2.976236434446295,90.69767441860463
delante,887.0427046263345,0.2036713800268186,1,2,0.3829576722723534,0.5318378368509895,0.9253731343283582,23095,4.363537,75.039181,1.881037,1.875307,4.875288,ADPOSITION,58.701018,delante,SPS00,47.997402,23095,57.103649,4.363518,19.040289,7,CVCVCCV,de·lan·te,1,2,0,0.11372,decante,OOOOOO;decante;denante,1,0,0.061734,0,0.0,,,1,102.88442,adelante,adelante;OOOOOO,2,0.07798,delate,OOOOOO;delate;delant,8,1.75,7,3,d,delante,CVCVCCV,2,0,,5,0,0.11372,decante,OOOOOO;decante;delate;denante;decanté;delaté,2,0,0.042239,8,,,,2.9479445284417887,92.53731343283582
